defect_id,machine_id,timestamp,defect_count,batch_id,wafer_lot,defect_type,severity,yield_loss_pct,process_step
D-0001000,M-0025,2025-04-28T00:00:00,1,B-117-M-0025,WL-5608,particle,low,0.541,planarization
D-0001001,M-0026,2025-01-01T00:00:00,0,B-000-M-0026,WL-2893,scratch,low,0.0,planarization
D-0001002,M-0026,2025-01-04T00:00:00,0,B-003-M-0026,WL-2527,particle,low,0.0,planarization
D-0001003,M-0026,2025-01-07T00:00:00,2,B-006-M-0026,WL-9863,alignment,low,1.31,planarization
D-0001004,M-0026,2025-01-10T00:00:00,0,B-009-M-0026,WL-9352,alignment,low,0.0,planarization
D-0001005,M-0026,2025-01-13T00:00:00,3,B-012-M-0026,WL-4441,particle,medium,1.823,planarization
D-0001006,M-0026,2025-01-16T00:00:00,2,B-015-M-0026,WL-2579,film_uniformity,low,0.978,planarization
D-0001007,M-0026,2025-01-19T00:00:00,0,B-018-M-0026,WL-6279,particle,low,0.0,planarization
D-0001008,M-0026,2025-01-22T00:00:00,2,B-021-M-0026,WL-2354,particle,low,0.699,planarization
D-0001009,M-0026,2025-01-25T00:00:00,0,B-024-M-0026,WL-2738,film_uniformity,low,0.0,planarization
D-0001010,M-0026,2025-01-28T00:00:00,2,B-027-M-0026,WL-5285,etch_depth,low,1.15,planarization
D-0001011,M-0026,2025-01-31T00:00:00,0,B-030-M-0026,WL-5330,scratch,low,0.0,planarization
D-0001012,M-0026,2025-02-03T00:00:00,1,B-033-M-0026,WL-4172,particle,low,0.314,planarization
D-0001013,M-0026,2025-02-06T00:00:00,2,B-036-M-0026,WL-5669,scratch,low,1.456,planarization
D-0001014,M-0026,2025-02-09T00:00:00,0,B-039-M-0026,WL-2046,alignment,low,0.0,planarization
D-0001015,M-0026,2025-02-12T00:00:00,0,B-042-M-0026,WL-8355,film_uniformity,low,0.0,planarization
D-0001016,M-0026,2025-02-15T00:00:00,0,B-045-M-0026,WL-1398,scratch,low,0.0,planarization
D-0001017,M-0026,2025-02-18T00:00:00,0,B-048-M-0026,WL-5332,particle,low,0.0,planarization
D-0001018,M-0026,2025-02-21T00:00:00,4,B-051-M-0026,WL-6282,film_uniformity,medium,2.329,planarization
D-0001019,M-0026,2025-02-24T00:00:00,1,B-054-M-0026,WL-4114,particle,low,0.797,planarization
D-0001020,M-0026,2025-02-27T00:00:00,1,B-057-M-0026,WL-3448,etch_depth,low,0.323,planarization
D-0001021,M-0026,2025-03-02T00:00:00,0,B-060-M-0026,WL-6994,etch_depth,low,0.0,planarization
D-0001022,M-0026,2025-03-05T00:00:00,2,B-063-M-0026,WL-4991,film_uniformity,low,1.656,planarization
D-0001023,M-0026,2025-03-08T00:00:00,4,B-066-M-0026,WL-4858,particle,medium,3.243,planarization
D-0001024,M-0026,2025-03-11T00:00:00,1,B-069-M-0026,WL-4235,film_uniformity,low,0.485,planarization
D-0001025,M-0026,2025-03-14T00:00:00,2,B-072-M-0026,WL-8718,etch_depth,low,1.416,planarization
D-0001026,M-0026,2025-03-17T00:00:00,0,B-075-M-0026,WL-6088,etch_depth,low,0.0,planarization
D-0001027,M-0026,2025-03-20T00:00:00,2,B-078-M-0026,WL-6094,particle,low,1.481,planarization
D-0001028,M-0026,2025-03-23T00:00:00,0,B-081-M-0026,WL-5148,film_uniformity,low,0.0,planarization
D-0001029,M-0026,2025-03-26T00:00:00,2,B-084-M-0026,WL-5205,film_uniformity,low,1.8,planarization
D-0001030,M-0026,2025-03-29T00:00:00,1,B-087-M-0026,WL-9504,particle,low,0.887,planarization
D-0001031,M-0026,2025-04-01T00:00:00,0,B-090-M-0026,WL-9203,particle,low,0.0,planarization
D-0001032,M-0026,2025-04-04T00:00:00,0,B-093-M-0026,WL-8305,film_uniformity,low,0.0,planarization
D-0001033,M-0026,2025-04-07T00:00:00,1,B-096-M-0026,WL-3300,alignment,low,0.381,planarization
D-0001034,M-0026,2025-04-10T00:00:00,1,B-099-M-0026,WL-6929,film_uniformity,low,0.293,planarization
D-0001035,M-0026,2025-04-13T00:00:00,2,B-102-M-0026,WL-3269,film_uniformity,low,0.877,planarization
D-0001036,M-0026,2025-04-16T00:00:00,0,B-105-M-0026,WL-8010,scratch,low,0.0,planarization
D-0001037,M-0026,2025-04-19T00:00:00,1,B-108-M-0026,WL-4676,particle,low,0.812,planarization
D-0001038,M-0026,2025-04-22T00:00:00,2,B-111-M-0026,WL-7450,film_uniformity,low,1.683,planarization
D-0001039,M-0026,2025-04-25T00:00:00,3,B-114-M-0026,WL-7457,particle,medium,1.275,planarization
D-0001040,M-0026,2025-04-28T00:00:00,0,B-117-M-0026,WL-4753,particle,low,0.0,planarization
D-0001041,M-0027,2025-01-01T00:00:00,2,B-000-M-0027,WL-2126,alignment,low,0.68,deposition
D-0001042,M-0027,2025-01-04T00:00:00,0,B-003-M-0027,WL-8313,film_uniformity,low,0.0,deposition
D-0001043,M-0027,2025-01-07T00:00:00,4,B-006-M-0027,WL-2427,particle,medium,2.673,deposition
D-0001044,M-0027,2025-01-10T00:00:00,1,B-009-M-0027,WL-8839,film_uniformity,low,0.819,deposition
D-0001045,M-0027,2025-01-13T00:00:00,3,B-012-M-0027,WL-5159,scratch,medium,1.929,deposition
D-0001046,M-0027,2025-01-16T00:00:00,1,B-015-M-0027,WL-5181,alignment,low,0.535,deposition
D-0001047,M-0027,2025-01-19T00:00:00,1,B-018-M-0027,WL-1597,etch_depth,low,0.524,deposition
D-0001048,M-0027,2025-01-22T00:00:00,3,B-021-M-0027,WL-3675,particle,medium,2.446,deposition
D-0001049,M-0027,2025-01-25T00:00:00,2,B-024-M-0027,WL-1706,film_uniformity,low,0.689,deposition
D-0001050,M-0027,2025-01-28T00:00:00,2,B-027-M-0027,WL-2128,etch_depth,low,0.75,deposition
D-0001051,M-0027,2025-01-31T00:00:00,1,B-030-M-0027,WL-3512,etch_depth,low,0.705,deposition
D-0001052,M-0027,2025-02-03T00:00:00,4,B-033-M-0027,WL-6655,scratch,medium,3.036,deposition
D-0001053,M-0027,2025-02-06T00:00:00,0,B-036-M-0027,WL-7755,scratch,low,0.0,deposition
D-0001054,M-0027,2025-02-09T00:00:00,1,B-039-M-0027,WL-1376,alignment,low,0.391,deposition
D-0001055,M-0027,2025-02-12T00:00:00,0,B-042-M-0027,WL-3909,etch_depth,low,0.0,deposition
D-0001056,M-0027,2025-02-15T00:00:00,1,B-045-M-0027,WL-1096,film_uniformity,low,0.577,deposition
D-0001057,M-0027,2025-02-18T00:00:00,1,B-048-M-0027,WL-4040,film_uniformity,low,0.563,deposition
D-0001058,M-0027,2025-02-21T00:00:00,4,B-051-M-0027,WL-6115,scratch,medium,1.392,deposition
D-0001059,M-0027,2025-02-24T00:00:00,2,B-054-M-0027,WL-3906,etch_depth,low,1.413,deposition
D-0001060,M-0027,2025-02-27T00:00:00,0,B-057-M-0027,WL-5987,film_uniformity,low,0.0,deposition
D-0001061,M-0027,2025-03-02T00:00:00,1,B-060-M-0027,WL-6921,particle,low,0.591,deposition
D-0001062,M-0027,2025-03-05T00:00:00,1,B-063-M-0027,WL-3224,alignment,low,0.324,deposition
D-0001063,M-0027,2025-03-08T00:00:00,1,B-066-M-0027,WL-4430,particle,low,0.85,deposition
D-0001064,M-0027,2025-03-11T00:00:00,0,B-069-M-0027,WL-1206,alignment,low,0.0,deposition
D-0001065,M-0027,2025-03-14T00:00:00,0,B-072-M-0027,WL-4058,scratch,low,0.0,deposition
D-0001066,M-0027,2025-03-17T00:00:00,0,B-075-M-0027,WL-5235,film_uniformity,low,0.0,deposition
D-0001067,M-0027,2025-03-20T00:00:00,2,B-078-M-0027,WL-9985,alignment,low,1.541,deposition
D-0001068,M-0027,2025-03-23T00:00:00,1,B-081-M-0027,WL-2986,film_uniformity,low,0.594,deposition
D-0001069,M-0027,2025-03-26T00:00:00,1,B-084-M-0027,WL-6693,scratch,low,0.708,deposition
D-0001070,M-0027,2025-03-29T00:00:00,0,B-087-M-0027,WL-8629,etch_depth,low,0.0,deposition
D-0001071,M-0027,2025-04-01T00:00:00,3,B-090-M-0027,WL-8724,alignment,medium,1.544,deposition
D-0001072,M-0027,2025-04-04T00:00:00,3,B-093-M-0027,WL-3951,particle,medium,2.675,deposition
D-0001073,M-0027,2025-04-07T00:00:00,1,B-096-M-0027,WL-8482,etch_depth,low,0.259,deposition
D-0001074,M-0027,2025-04-10T00:00:00,2,B-099-M-0027,WL-9101,scratch,low,1.334,deposition
D-0001075,M-0027,2025-04-13T00:00:00,1,B-102-M-0027,WL-1789,alignment,low,0.87,deposition
D-0001076,M-0027,2025-04-16T00:00:00,3,B-105-M-0027,WL-4945,alignment,medium,2.074,deposition
D-0001077,M-0027,2025-04-19T00:00:00,1,B-108-M-0027,WL-7138,particle,low,0.583,deposition
D-0001078,M-0027,2025-04-22T00:00:00,3,B-111-M-0027,WL-7575,alignment,medium,0.769,deposition
D-0001079,M-0027,2025-04-25T00:00:00,2,B-114-M-0027,WL-7704,scratch,low,1.413,deposition
D-0001080,M-0027,2025-04-28T00:00:00,2,B-117-M-0027,WL-7520,etch_depth,low,1.318,deposition
D-0001081,M-0028,2025-01-01T00:00:00,1,B-000-M-0028,WL-4196,film_uniformity,low,0.608,lithography
D-0001082,M-0028,2025-01-04T00:00:00,1,B-003-M-0028,WL-7054,film_uniformity,low,0.53,lithography
D-0001083,M-0028,2025-01-07T00:00:00,2,B-006-M-0028,WL-1570,particle,low,1.49,lithography
D-0001084,M-0028,2025-01-10T00:00:00,1,B-009-M-0028,WL-7292,film_uniformity,low,0.333,lithography
D-0001085,M-0028,2025-01-13T00:00:00,1,B-012-M-0028,WL-6277,film_uniformity,low,0.596,lithography
D-0001086,M-0028,2025-01-16T00:00:00,0,B-015-M-0028,WL-2893,alignment,low,0.0,lithography
D-0001087,M-0028,2025-01-19T00:00:00,0,B-018-M-0028,WL-4712,film_uniformity,low,0.0,lithography
D-0001088,M-0028,2025-01-22T00:00:00,4,B-021-M-0028,WL-5800,etch_depth,medium,2.481,lithography
D-0001089,M-0028,2025-01-25T00:00:00,0,B-024-M-0028,WL-4283,etch_depth,low,0.0,lithography
D-0001090,M-0028,2025-01-28T00:00:00,3,B-027-M-0028,WL-7600,particle,medium,1.004,lithography
D-0001091,M-0028,2025-01-31T00:00:00,5,B-030-M-0028,WL-5076,alignment,medium,2.439,lithography
D-0001092,M-0028,2025-02-03T00:00:00,1,B-033-M-0028,WL-5036,etch_depth,low,0.392,lithography
D-0001093,M-0028,2025-02-06T00:00:00,0,B-036-M-0028,WL-7068,particle,low,0.0,lithography
D-0001094,M-0028,2025-02-09T00:00:00,1,B-039-M-0028,WL-7072,film_uniformity,low,0.53,lithography
D-0001095,M-0028,2025-02-12T00:00:00,1,B-042-M-0028,WL-2953,alignment,low,0.781,lithography
D-0001096,M-0028,2025-02-15T00:00:00,1,B-045-M-0028,WL-1681,particle,low,0.551,lithography
D-0001097,M-0028,2025-02-18T00:00:00,2,B-048-M-0028,WL-4724,film_uniformity,low,1.014,lithography
D-0001098,M-0028,2025-02-21T00:00:00,0,B-051-M-0028,WL-2412,alignment,low,0.0,lithography
D-0001099,M-0028,2025-02-24T00:00:00,1,B-054-M-0028,WL-7098,alignment,low,0.845,lithography
D-0001100,M-0028,2025-02-27T00:00:00,2,B-057-M-0028,WL-8845,scratch,low,0.67,lithography
D-0001101,M-0028,2025-03-02T00:00:00,1,B-060-M-0028,WL-6221,etch_depth,low,0.611,lithography
D-0001102,M-0028,2025-03-05T00:00:00,1,B-063-M-0028,WL-8725,scratch,low,0.838,lithography
D-0001103,M-0028,2025-03-08T00:00:00,1,B-066-M-0028,WL-1510,particle,low,0.589,lithography
D-0001104,M-0028,2025-03-11T00:00:00,0,B-069-M-0028,WL-6551,etch_depth,low,0.0,lithography
D-0001105,M-0028,2025-03-14T00:00:00,1,B-072-M-0028,WL-2915,film_uniformity,low,0.668,lithography
D-0001106,M-0028,2025-03-17T00:00:00,1,B-075-M-0028,WL-2571,alignment,low,0.764,lithography
D-0001107,M-0028,2025-03-20T00:00:00,1,B-078-M-0028,WL-3935,film_uniformity,low,0.776,lithography
D-0001108,M-0028,2025-03-23T00:00:00,4,B-081-M-0028,WL-7326,scratch,medium,1.348,lithography
D-0001109,M-0028,2025-03-26T00:00:00,5,B-084-M-0028,WL-3505,particle,medium,1.299,lithography
D-0001110,M-0028,2025-03-29T00:00:00,6,B-087-M-0028,WL-6964,scratch,medium,4.284,lithography
D-0001111,M-0028,2025-04-01T00:00:00,4,B-090-M-0028,WL-2309,particle,medium,1.919,lithography
D-0001112,M-0028,2025-04-04T00:00:00,6,B-093-M-0028,WL-4044,etch_depth,medium,2.009,lithography
D-0001113,M-0028,2025-04-07T00:00:00,3,B-096-M-0028,WL-8324,alignment,medium,1.318,lithography
D-0001114,M-0028,2025-04-10T00:00:00,7,B-099-M-0028,WL-8464,film_uniformity,high,5.736,lithography
D-0001115,M-0028,2025-04-13T00:00:00,2,B-102-M-0028,WL-4090,particle,low,0.899,lithography
D-0001116,M-0028,2025-04-16T00:00:00,3,B-105-M-0028,WL-1777,alignment,medium,0.96,lithography
D-0001117,M-0028,2025-04-19T00:00:00,1,B-108-M-0028,WL-4122,etch_depth,low,0.507,lithography
D-0001118,M-0028,2025-04-22T00:00:00,2,B-111-M-0028,WL-5751,film_uniformity,low,1.662,lithography
D-0001119,M-0028,2025-04-25T00:00:00,3,B-114-M-0028,WL-9752,scratch,medium,2.545,lithography
D-0001120,M-0028,2025-04-28T00:00:00,8,B-117-M-0028,WL-2382,etch_depth,high,5.288,lithography
D-0001121,M-0029,2025-01-01T00:00:00,0,B-000-M-0029,WL-6323,film_uniformity,low,0.0,planarization
D-0001122,M-0029,2025-01-04T00:00:00,0,B-003-M-0029,WL-5297,alignment,low,0.0,planarization
D-0001123,M-0029,2025-01-07T00:00:00,0,B-006-M-0029,WL-2363,scratch,low,0.0,planarization
D-0001124,M-0029,2025-01-10T00:00:00,0,B-009-M-0029,WL-2591,film_uniformity,low,0.0,planarization
D-0001125,M-0029,2025-01-13T00:00:00,0,B-012-M-0029,WL-5798,particle,low,0.0,planarization
D-0001126,M-0029,2025-01-16T00:00:00,0,B-015-M-0029,WL-1566,etch_depth,low,0.0,planarization
D-0001127,M-0029,2025-01-19T00:00:00,0,B-018-M-0029,WL-1605,etch_depth,low,0.0,planarization
D-0001128,M-0029,2025-01-22T00:00:00,0,B-021-M-0029,WL-3607,particle,low,0.0,planarization
D-0001129,M-0029,2025-01-25T00:00:00,1,B-024-M-0029,WL-2263,film_uniformity,low,0.397,planarization
D-0001130,M-0029,2025-01-28T00:00:00,3,B-027-M-0029,WL-3028,etch_depth,medium,0.897,planarization
D-0001131,M-0029,2025-01-31T00:00:00,1,B-030-M-0029,WL-3619,alignment,low,0.885,planarization
D-0001132,M-0029,2025-02-03T00:00:00,2,B-033-M-0029,WL-3179,film_uniformity,low,0.867,planarization
D-0001133,M-0029,2025-02-06T00:00:00,2,B-036-M-0029,WL-3754,film_uniformity,low,1.189,planarization
D-0001134,M-0029,2025-02-09T00:00:00,0,B-039-M-0029,WL-9995,particle,low,0.0,planarization
D-0001135,M-0029,2025-02-12T00:00:00,3,B-042-M-0029,WL-5734,alignment,medium,2.054,planarization
D-0001136,M-0029,2025-02-15T00:00:00,2,B-045-M-0029,WL-8922,film_uniformity,low,1.556,planarization
D-0001137,M-0029,2025-02-18T00:00:00,6,B-048-M-0029,WL-4489,particle,medium,2.037,planarization
D-0001138,M-0029,2025-02-21T00:00:00,5,B-051-M-0029,WL-8247,scratch,medium,3.773,planarization
D-0001139,M-0029,2025-02-24T00:00:00,4,B-054-M-0029,WL-5701,etch_depth,medium,2.982,planarization
D-0001140,M-0029,2025-02-27T00:00:00,7,B-057-M-0029,WL-4728,alignment,high,2.81,planarization
D-0001141,M-0029,2025-03-02T00:00:00,10,B-060-M-0029,WL-3964,scratch,high,6.875,planarization
D-0001142,M-0029,2025-03-05T00:00:00,3,B-063-M-0029,WL-1301,etch_depth,medium,1.816,planarization
D-0001143,M-0029,2025-03-08T00:00:00,1,B-066-M-0029,WL-8099,etch_depth,low,0.512,planarization
D-0001144,M-0029,2025-03-11T00:00:00,3,B-069-M-0029,WL-6781,particle,medium,2.666,planarization
D-0001145,M-0029,2025-03-14T00:00:00,2,B-072-M-0029,WL-7238,scratch,low,1.696,planarization
D-0001146,M-0029,2025-03-17T00:00:00,5,B-075-M-0029,WL-5746,film_uniformity,medium,2.241,planarization
D-0001147,M-0029,2025-03-20T00:00:00,1,B-078-M-0029,WL-2483,scratch,low,0.889,planarization
D-0001148,M-0029,2025-03-23T00:00:00,1,B-081-M-0029,WL-6088,film_uniformity,low,0.459,planarization
D-0001149,M-0029,2025-03-26T00:00:00,3,B-084-M-0029,WL-9302,film_uniformity,medium,1.013,planarization
D-0001150,M-0029,2025-03-29T00:00:00,3,B-087-M-0029,WL-6709,film_uniformity,medium,1.452,planarization
D-0001151,M-0029,2025-04-01T00:00:00,4,B-090-M-0029,WL-8178,film_uniformity,medium,1.281,planarization
D-0001152,M-0029,2025-04-04T00:00:00,2,B-093-M-0029,WL-4965,scratch,low,0.764,planarization
D-0001153,M-0029,2025-04-07T00:00:00,1,B-096-M-0029,WL-8132,etch_depth,low,0.641,planarization
D-0001154,M-0029,2025-04-10T00:00:00,4,B-099-M-0029,WL-1313,particle,medium,2.297,planarization
D-0001155,M-0029,2025-04-13T00:00:00,5,B-102-M-0029,WL-1188,alignment,medium,3.864,planarization
D-0001156,M-0029,2025-04-16T00:00:00,4,B-105-M-0029,WL-6453,etch_depth,medium,2.985,planarization
D-0001157,M-0029,2025-04-19T00:00:00,3,B-108-M-0029,WL-9527,particle,medium,0.87,planarization
D-0001158,M-0029,2025-04-22T00:00:00,0,B-111-M-0029,WL-5301,etch_depth,low,0.0,planarization
D-0001159,M-0029,2025-04-25T00:00:00,1,B-114-M-0029,WL-5264,scratch,low,0.467,planarization
D-0001160,M-0029,2025-04-28T00:00:00,4,B-117-M-0029,WL-7830,etch_depth,medium,2.801,planarization
D-0001161,M-0030,2025-01-01T00:00:00,1,B-000-M-0030,WL-6999,etch_depth,low,0.488,inspection
D-0001162,M-0030,2025-01-04T00:00:00,2,B-003-M-0030,WL-1643,scratch,low,0.976,inspection
D-0001163,M-0030,2025-01-07T00:00:00,1,B-006-M-0030,WL-9470,particle,low,0.695,inspection
D-0001164,M-0030,2025-01-10T00:00:00,1,B-009-M-0030,WL-7469,etch_depth,low,0.892,inspection
D-0001165,M-0030,2025-01-13T00:00:00,1,B-012-M-0030,WL-4380,particle,low,0.588,inspection
D-0001166,M-0030,2025-01-16T00:00:00,2,B-015-M-0030,WL-9420,alignment,low,1.028,inspection
D-0001167,M-0030,2025-01-19T00:00:00,1,B-018-M-0030,WL-5150,scratch,low,0.503,inspection
D-0001168,M-0030,2025-01-22T00:00:00,0,B-021-M-0030,WL-9397,scratch,low,0.0,inspection
D-0001169,M-0030,2025-01-25T00:00:00,1,B-024-M-0030,WL-2462,scratch,low,0.335,inspection
D-0001170,M-0030,2025-01-28T00:00:00,1,B-027-M-0030,WL-5004,particle,low,0.405,inspection
D-0001171,M-0030,2025-01-31T00:00:00,2,B-030-M-0030,WL-4494,particle,low,1.779,inspection
D-0001172,M-0030,2025-02-03T00:00:00,1,B-033-M-0030,WL-3360,scratch,low,0.879,inspection
D-0001173,M-0030,2025-02-06T00:00:00,5,B-036-M-0030,WL-6518,alignment,medium,2.085,inspection
D-0001174,M-0030,2025-02-09T00:00:00,4,B-039-M-0030,WL-8911,scratch,medium,2.173,inspection
D-0001175,M-0030,2025-02-12T00:00:00,3,B-042-M-0030,WL-6217,particle,medium,1.005,inspection
D-0001176,M-0030,2025-02-15T00:00:00,1,B-045-M-0030,WL-4342,etch_depth,low,0.73,inspection
D-0001177,M-0030,2025-02-18T00:00:00,4,B-048-M-0030,WL-8234,etch_depth,medium,3.314,inspection
D-0001178,M-0030,2025-02-21T00:00:00,2,B-051-M-0030,WL-9544,etch_depth,low,1.656,inspection
D-0001179,M-0030,2025-02-24T00:00:00,3,B-054-M-0030,WL-4369,film_uniformity,medium,0.959,inspection
D-0001180,M-0030,2025-02-27T00:00:00,3,B-057-M-0030,WL-8695,scratch,medium,1.429,inspection
D-0001181,M-0030,2025-03-02T00:00:00,3,B-060-M-0030,WL-4904,scratch,medium,1.93,inspection
D-0001182,M-0030,2025-03-05T00:00:00,3,B-063-M-0030,WL-3897,film_uniformity,medium,1.186,inspection
D-0001183,M-0030,2025-03-08T00:00:00,0,B-066-M-0030,WL-7154,film_uniformity,low,0.0,inspection
D-0001184,M-0030,2025-03-11T00:00:00,3,B-069-M-0030,WL-7794,particle,medium,2.214,inspection
D-0001185,M-0030,2025-03-14T00:00:00,1,B-072-M-0030,WL-5957,scratch,low,0.774,inspection
D-0001186,M-0030,2025-03-17T00:00:00,2,B-075-M-0030,WL-2148,etch_depth,low,0.951,inspection
D-0001187,M-0030,2025-03-20T00:00:00,1,B-078-M-0030,WL-3506,alignment,low,0.277,inspection
D-0001188,M-0030,2025-03-23T00:00:00,1,B-081-M-0030,WL-3097,alignment,low,0.637,inspection
D-0001189,M-0030,2025-03-26T00:00:00,1,B-084-M-0030,WL-9630,film_uniformity,low,0.584,inspection
D-0001190,M-0030,2025-03-29T00:00:00,2,B-087-M-0030,WL-4885,etch_depth,low,1.154,inspection
D-0001191,M-0030,2025-04-01T00:00:00,1,B-090-M-0030,WL-7514,alignment,low,0.569,inspection
D-0001192,M-0030,2025-04-04T00:00:00,2,B-093-M-0030,WL-9807,film_uniformity,low,0.914,inspection
D-0001193,M-0030,2025-04-07T00:00:00,3,B-096-M-0030,WL-2319,alignment,medium,1.806,inspection
D-0001194,M-0030,2025-04-10T00:00:00,4,B-099-M-0030,WL-3795,etch_depth,medium,3.484,inspection
D-0001195,M-0030,2025-04-13T00:00:00,1,B-102-M-0030,WL-4335,alignment,low,0.257,inspection
D-0001196,M-0030,2025-04-16T00:00:00,0,B-105-M-0030,WL-8999,alignment,low,0.0,inspection
D-0001197,M-0030,2025-04-19T00:00:00,2,B-108-M-0030,WL-4447,etch_depth,low,1.043,inspection
D-0001198,M-0030,2025-04-22T00:00:00,2,B-111-M-0030,WL-3661,alignment,low,0.783,inspection
D-0001199,M-0030,2025-04-25T00:00:00,1,B-114-M-0030,WL-2018,etch_depth,low,0.64,inspection
D-0001200,M-0030,2025-04-28T00:00:00,1,B-117-M-0030,WL-3066,etch_depth,low,0.883,inspection
D-0001201,M-0031,2025-01-01T00:00:00,0,B-000-M-0031,WL-3559,alignment,low,0.0,lithography
D-0001202,M-0031,2025-01-04T00:00:00,1,B-003-M-0031,WL-9764,etch_depth,low,0.652,lithography
D-0001203,M-0031,2025-01-07T00:00:00,0,B-006-M-0031,WL-1655,particle,low,0.0,lithography
D-0001204,M-0031,2025-01-10T00:00:00,3,B-009-M-0031,WL-9823,alignment,medium,2.066,lithography
D-0001205,M-0031,2025-01-13T00:00:00,1,B-012-M-0031,WL-2122,scratch,low,0.875,lithography
D-0001206,M-0031,2025-01-16T00:00:00,0,B-015-M-0031,WL-5632,scratch,low,0.0,lithography
D-0001207,M-0031,2025-01-19T00:00:00,1,B-018-M-0031,WL-4915,scratch,low,0.73,lithography
D-0001208,M-0031,2025-01-22T00:00:00,1,B-021-M-0031,WL-3024,alignment,low,0.439,lithography
D-0001209,M-0031,2025-01-25T00:00:00,0,B-024-M-0031,WL-7009,etch_depth,low,0.0,lithography
D-0001210,M-0031,2025-01-28T00:00:00,2,B-027-M-0031,WL-7904,etch_depth,low,1.074,lithography
D-0001211,M-0031,2025-01-31T00:00:00,1,B-030-M-0031,WL-6635,film_uniformity,low,0.865,lithography
D-0001212,M-0031,2025-02-03T00:00:00,3,B-033-M-0031,WL-8012,particle,medium,2.012,lithography
D-0001213,M-0031,2025-02-06T00:00:00,3,B-036-M-0031,WL-9004,scratch,medium,2.256,lithography
D-0001214,M-0031,2025-02-09T00:00:00,2,B-039-M-0031,WL-9521,particle,low,1.554,lithography
D-0001215,M-0031,2025-02-12T00:00:00,2,B-042-M-0031,WL-2786,alignment,low,0.839,lithography
D-0001216,M-0031,2025-02-15T00:00:00,0,B-045-M-0031,WL-4534,scratch,low,0.0,lithography
D-0001217,M-0031,2025-02-18T00:00:00,0,B-048-M-0031,WL-6666,film_uniformity,low,0.0,lithography
D-0001218,M-0031,2025-02-21T00:00:00,1,B-051-M-0031,WL-8029,alignment,low,0.382,lithography
D-0001219,M-0031,2025-02-24T00:00:00,5,B-054-M-0031,WL-3534,scratch,medium,1.311,lithography
D-0001220,M-0031,2025-02-27T00:00:00,2,B-057-M-0031,WL-7580,etch_depth,low,0.509,lithography
D-0001221,M-0031,2025-03-02T00:00:00,1,B-060-M-0031,WL-7149,etch_depth,low,0.778,lithography
D-0001222,M-0031,2025-03-05T00:00:00,2,B-063-M-0031,WL-1915,film_uniformity,low,0.649,lithography
D-0001223,M-0031,2025-03-08T00:00:00,0,B-066-M-0031,WL-1995,particle,low,0.0,lithography
D-0001224,M-0031,2025-03-11T00:00:00,2,B-069-M-0031,WL-9026,scratch,low,0.832,lithography
D-0001225,M-0031,2025-03-14T00:00:00,1,B-072-M-0031,WL-3313,scratch,low,0.421,lithography
D-0001226,M-0031,2025-03-17T00:00:00,2,B-075-M-0031,WL-4568,scratch,low,1.398,lithography
D-0001227,M-0031,2025-03-20T00:00:00,0,B-078-M-0031,WL-4156,scratch,low,0.0,lithography
D-0001228,M-0031,2025-03-23T00:00:00,3,B-081-M-0031,WL-8050,alignment,medium,1.004,lithography
D-0001229,M-0031,2025-03-26T00:00:00,2,B-084-M-0031,WL-8897,alignment,low,0.743,lithography
D-0001230,M-0031,2025-03-29T00:00:00,2,B-087-M-0031,WL-1645,alignment,low,1.185,lithography
D-0001231,M-0031,2025-04-01T00:00:00,3,B-090-M-0031,WL-5254,scratch,medium,1.741,lithography
D-0001232,M-0031,2025-04-04T00:00:00,3,B-093-M-0031,WL-7034,film_uniformity,medium,2.601,lithography
D-0001233,M-0031,2025-04-07T00:00:00,1,B-096-M-0031,WL-2539,film_uniformity,low,0.271,lithography
D-0001234,M-0031,2025-04-10T00:00:00,1,B-099-M-0031,WL-4905,alignment,low,0.728,lithography
D-0001235,M-0031,2025-04-13T00:00:00,3,B-102-M-0031,WL-9386,alignment,medium,1.026,lithography
D-0001236,M-0031,2025-04-16T00:00:00,0,B-105-M-0031,WL-4494,film_uniformity,low,0.0,lithography
D-0001237,M-0031,2025-04-19T00:00:00,0,B-108-M-0031,WL-7343,alignment,low,0.0,lithography
D-0001238,M-0031,2025-04-22T00:00:00,0,B-111-M-0031,WL-3143,alignment,low,0.0,lithography
D-0001239,M-0031,2025-04-25T00:00:00,1,B-114-M-0031,WL-8380,etch_depth,low,0.472,lithography
D-0001240,M-0031,2025-04-28T00:00:00,4,B-117-M-0031,WL-1175,particle,medium,1.706,lithography
D-0001241,M-0032,2025-01-01T00:00:00,1,B-000-M-0032,WL-1442,film_uniformity,low,0.355,lithography
D-0001242,M-0032,2025-01-04T00:00:00,1,B-003-M-0032,WL-5347,scratch,low,0.767,lithography
D-0001243,M-0032,2025-01-07T00:00:00,1,B-006-M-0032,WL-6917,etch_depth,low,0.623,lithography
D-0001244,M-0032,2025-01-10T00:00:00,0,B-009-M-0032,WL-6756,scratch,low,0.0,lithography
D-0001245,M-0032,2025-01-13T00:00:00,1,B-012-M-0032,WL-5323,alignment,low,0.572,lithography
D-0001246,M-0032,2025-01-16T00:00:00,1,B-015-M-0032,WL-2978,film_uniformity,low,0.722,lithography
D-0001247,M-0032,2025-01-19T00:00:00,0,B-018-M-0032,WL-6442,film_uniformity,low,0.0,lithography
