reading_id,machine_id,timestamp,temperature,vibration,pressure,power_draw,humidity,cycle_count,runtime_hours,chamber_pressure,gas_flow_rate,error_code
R-0003051,M-0026,2025-02-20T00:00:00,57.413,0.594,104.963,18.433,45.04,4800,21.93,10.036,81.848,
R-0003052,M-0026,2025-02-21T00:00:00,61.44,0.4407,106.629,19.907,44.19,4284,17.63,9.416,86.381,
R-0003053,M-0026,2025-02-22T00:00:00,59.39,0.4291,103.135,19.638,43.03,3952,19.44,10.064,125.874,
R-0003054,M-0026,2025-02-23T00:00:00,60.945,0.4315,101.765,19.444,42.75,4452,13.09,10.212,122.984,
R-0003055,M-0026,2025-02-24T00:00:00,63.374,0.4492,99.936,18.614,45.3,5400,18.63,10.524,123.023,
R-0003056,M-0026,2025-02-25T00:00:00,60.483,0.4221,102.156,19.322,45.69,4070,21.02,10.216,99.222,
R-0003057,M-0026,2025-02-26T00:00:00,56.543,0.4405,104.562,17.72,35.61,4872,20.71,10.416,112.286,
R-0003058,M-0026,2025-02-27T00:00:00,59.582,0.3786,103.254,16.778,47.02,4959,21.28,10.327,113.855,
R-0003059,M-0026,2025-02-28T00:00:00,58.949,0.4674,101.375,17.867,46.38,6554,23.1,9.995,118.368,
R-0003060,M-0026,2025-03-01T00:00:00,58.122,0.445,100.952,18.734,39.42,6431,17.17,10.745,110.196,
R-0003061,M-0026,2025-03-02T00:00:00,61.124,0.4069,102.823,18.206,37.58,6000,17.59,10.35,84.239,
R-0003062,M-0026,2025-03-03T00:00:00,61.044,0.3943,100.489,21.212,41.43,7869,22.5,10.316,114.454,
R-0003063,M-0026,2025-03-04T00:00:00,61.089,0.4355,97.334,17.17,42.28,6076,12.35,11.001,118.44,
R-0003064,M-0026,2025-03-05T00:00:00,58.399,0.4125,101.637,19.492,37.47,5544,12.35,10.381,100.678,
R-0003065,M-0026,2025-03-06T00:00:00,57.011,0.4387,100.477,21.557,39.62,6016,18.94,10.117,87.891,
R-0003066,M-0026,2025-03-07T00:00:00,59.926,0.3794,100.915,18.358,41.21,6630,12.52,10.383,129.306,
R-0003067,M-0026,2025-03-08T00:00:00,59.109,0.4816,96.077,16.976,44.61,8052,20.4,10.57,117.76,
R-0003068,M-0026,2025-03-09T00:00:00,59.283,0.4582,98.024,17.775,46.53,5226,14.44,10.509,117.32,
R-0003069,M-0026,2025-03-10T00:00:00,59.004,0.3648,103.383,16.794,43.9,7208,17.95,9.643,119.11,
R-0003070,M-0026,2025-03-11T00:00:00,60.292,0.47,100.202,20.474,43.55,7797,14.92,10.431,114.09,
R-0003071,M-0026,2025-03-12T00:00:00,58.788,0.3873,99.387,21.699,37.3,8190,16.62,10.371,123.459,
R-0003072,M-0026,2025-03-13T00:00:00,62.235,0.4515,100.143,18.29,46.54,5538,12.94,10.212,124.986,
R-0003073,M-0026,2025-03-14T00:00:00,63.249,0.4143,102.14,18.734,37.77,7200,19.69,10.407,105.12,
R-0003074,M-0026,2025-03-15T00:00:00,60.253,0.4616,100.985,17.924,45.86,6643,20.15,10.363,120.479,
R-0003075,M-0026,2025-03-16T00:00:00,62.001,0.4156,102.282,16.031,46.35,9102,12.63,10.196,80.414,
R-0003076,M-0026,2025-03-17T00:00:00,60.54,0.4727,104.616,17.442,38.9,7875,21.25,10.328,100.666,
R-0003077,M-0026,2025-03-18T00:00:00,60.138,0.4395,102.002,16.072,35.04,5776,12.6,10.309,85.833,
R-0003078,M-0026,2025-03-19T00:00:00,61.064,0.4956,106.8,17.227,44.2,5852,16.58,10.174,115.984,
R-0003079,M-0026,2025-03-20T00:00:00,62.766,0.4281,101.382,17.179,37.11,6240,18.48,10.478,125.265,
R-0003080,M-0026,2025-03-21T00:00:00,62.089,0.4019,108.237,18.819,45.84,8690,17.6,10.171,125.08,
R-0003081,M-0026,2025-03-22T00:00:00,64.424,0.5193,107.214,17.865,44.71,8080,19.21,10.249,111.957,
R-0003082,M-0026,2025-03-23T00:00:00,60.661,0.4826,102.01,20.657,39.82,6804,18.27,10.538,100.545,
R-0003083,M-0026,2025-03-24T00:00:00,61.322,0.456,106.472,18.462,47.07,5740,19.84,10.661,121.934,
R-0003084,M-0026,2025-03-25T00:00:00,63.457,0.3761,98.728,19.617,36.54,7636,15.07,9.955,83.267,
R-0003085,M-0026,2025-03-26T00:00:00,62.469,0.4555,101.166,20.107,37.58,9996,22.1,10.355,117.421,
R-0003086,M-0026,2025-03-27T00:00:00,62.127,0.4664,102.619,19.009,37.33,8160,15.77,10.079,97.116,
R-0003087,M-0026,2025-03-28T00:00:00,59.043,0.4651,102.504,15.999,36.95,7310,14.55,10.105,123.245,
R-0003088,M-0026,2025-03-29T00:00:00,60.127,0.4983,98.403,15.973,44.76,10440,22.98,9.911,116.377,
R-0003089,M-0026,2025-03-30T00:00:00,62.697,0.4086,103.072,17.91,40.17,6160,19.07,10.152,93.137,
R-0003090,M-0026,2025-03-31T00:00:00,61.89,0.4767,103.043,16.578,42.23,9167,18.43,10.428,93.152,
R-0003091,M-0026,2025-04-01T00:00:00,58.264,0.3632,101.58,16.33,46.21,11340,13.23,10.766,115.242,
R-0003092,M-0026,2025-04-02T00:00:00,62.07,0.3948,102.969,17.839,37.58,11102,22.34,10.363,111.815,
R-0003093,M-0026,2025-04-03T00:00:00,61.844,0.4604,101.1,19.396,45.12,11684,13.02,10.36,83.323,
R-0003094,M-0026,2025-04-04T00:00:00,63.176,0.4667,103.184,20.859,43.16,8184,22.72,10.46,98.202,
R-0003095,M-0026,2025-04-05T00:00:00,60.8,0.4587,96.687,19.875,42.54,8742,21.1,10.373,105.225,
R-0003096,M-0026,2025-04-06T00:00:00,61.697,0.454,103.404,14.642,43.51,8455,13.66,10.424,80.237,
R-0003097,M-0026,2025-04-07T00:00:00,58.814,0.4731,99.787,15.737,36.58,12096,13.8,10.429,88.297,
R-0003098,M-0026,2025-04-08T00:00:00,55.973,0.3476,102.371,15.932,42.3,9021,21.34,9.52,124.094,
R-0003099,M-0026,2025-04-09T00:00:00,62.127,0.4884,104.268,19.089,38.9,11662,22.24,10.148,129.243,
R-0003100,M-0026,2025-04-10T00:00:00,58.168,0.4615,100.185,18.179,40.54,7623,16.52,10.364,105.482,
R-0003101,M-0026,2025-04-11T00:00:00,61.014,0.4925,105.115,19.55,43.64,8800,16.85,9.77,105.737,
R-0003102,M-0026,2025-04-12T00:00:00,60.921,0.4118,100.737,18.051,45.45,11413,12.15,9.88,117.027,
R-0003103,M-0026,2025-04-13T00:00:00,59.844,0.4035,104.86,15.791,41.3,12852,13.01,10.184,84.049,
R-0003104,M-0026,2025-04-14T00:00:00,61.305,0.44,105.559,21.033,42.82,11227,21.5,10.572,92.115,
R-0003105,M-0026,2025-04-15T00:00:00,58.564,0.5008,107.409,17.567,44.99,13312,20.86,10.436,82.817,
R-0003106,M-0026,2025-04-16T00:00:00,60.576,0.4301,98.737,17.131,46.77,7560,21.82,10.118,94.803,
R-0003107,M-0026,2025-04-17T00:00:00,60.336,0.4077,104.755,16.487,42.67,13568,16.58,10.224,122.566,
R-0003108,M-0026,2025-04-18T00:00:00,64.207,0.5032,98.551,17.247,37.22,10165,20.1,9.73,116.824,
R-0003109,M-0026,2025-04-19T00:00:00,62.654,0.4858,109.093,19.566,37.48,8100,13.51,10.057,86.781,
R-0003110,M-0026,2025-04-20T00:00:00,60.288,0.3934,102.953,18.116,37.92,10028,22.78,10.462,82.511,
R-0003111,M-0026,2025-04-21T00:00:00,59.007,0.4163,101.733,17.433,35.98,9460,20.27,10.431,104.216,
R-0003112,M-0026,2025-04-22T00:00:00,62.572,0.5253,99.562,19.017,47.66,8214,19.55,10.107,121.267,
R-0003113,M-0026,2025-04-23T00:00:00,61.279,0.4967,104.122,19.707,43.54,10080,19.54,10.631,98.999,
R-0003114,M-0026,2025-04-24T00:00:00,57.521,0.388,98.83,18.995,41.01,8588,12.42,9.761,95.787,
R-0003115,M-0026,2025-04-25T00:00:00,59.279,0.4886,101.674,19.069,39.23,12768,12.61,10.735,122.338,
R-0003116,M-0026,2025-04-26T00:00:00,59.459,0.4228,102.049,19.496,40.05,9085,19.44,10.114,128.684,
R-0003117,M-0026,2025-04-27T00:00:00,60.731,0.4538,100.153,18.663,45.87,11948,20.46,10.34,99.043,
R-0003118,M-0026,2025-04-28T00:00:00,59.582,0.447,102.565,18.834,36.22,14625,15.83,10.558,94.193,
R-0003119,M-0026,2025-04-29T00:00:00,63.347,0.4689,104.916,19.105,42.25,11800,23.86,9.826,96.123,
R-0003120,M-0026,2025-04-30T00:00:00,59.444,0.3991,102.516,20.323,45.07,14756,14.98,9.535,83.677,
R-0003121,M-0027,2025-01-01T00:00:00,64.791,0.3816,102.15,18.915,44.62,0,23.26,10.315,123.663,
R-0003122,M-0027,2025-01-02T00:00:00,65.382,0.3741,103.871,14.762,47.5,125,13.8,10.424,117.451,
R-0003123,M-0027,2025-01-03T00:00:00,64.064,0.3534,105.176,17.792,42.25,216,15.9,10.134,91.057,
R-0003124,M-0027,2025-01-04T00:00:00,64.59,0.3764,107.369,11.798,39.25,318,15.78,10.141,118.443,
R-0003125,M-0027,2025-01-05T00:00:00,63.342,0.4473,107.04,17.797,44.45,380,19.0,10.261,91.489,
R-0003126,M-0027,2025-01-06T00:00:00,64.851,0.3777,104.527,16.633,38.28,395,12.84,10.36,94.885,
R-0003127,M-0027,2025-01-07T00:00:00,62.214,0.3606,106.884,17.221,35.28,624,14.5,11.002,97.256,
R-0003128,M-0027,2025-01-08T00:00:00,64.875,0.3529,103.727,16.194,43.91,784,19.23,10.255,82.74,
R-0003129,M-0027,2025-01-09T00:00:00,62.964,0.4185,106.219,12.616,46.67,648,15.75,10.768,84.389,
R-0003130,M-0027,2025-01-10T00:00:00,62.795,0.3215,108.875,16.203,43.35,630,22.52,10.626,104.857,
R-0003131,M-0027,2025-01-11T00:00:00,62.974,0.4072,103.147,17.189,42.55,700,16.13,10.094,120.519,
R-0003132,M-0027,2025-01-12T00:00:00,64.629,0.4158,107.462,16.642,46.98,1166,13.0,10.626,90.557,
R-0003133,M-0027,2025-01-13T00:00:00,65.358,0.392,104.032,17.942,47.9,948,22.06,11.001,103.455,
R-0003134,M-0027,2025-01-14T00:00:00,62.424,0.4082,104.477,14.17,37.13,1547,19.84,10.111,124.816,
R-0003135,M-0027,2025-01-15T00:00:00,68.049,0.4112,102.051,17.87,44.56,1470,14.44,10.363,126.083,
R-0003136,M-0027,2025-01-16T00:00:00,65.098,0.4033,104.723,17.034,38.78,1470,19.63,10.466,85.609,
R-0003137,M-0027,2025-01-17T00:00:00,64.381,0.3725,111.247,14.374,41.3,1728,21.09,10.096,108.647,
R-0003138,M-0027,2025-01-18T00:00:00,62.108,0.3673,103.878,16.16,43.66,1309,17.43,10.305,108.444,
R-0003139,M-0027,2025-01-19T00:00:00,63.831,0.3857,108.213,14.282,45.3,1638,20.4,10.318,92.445,
R-0003140,M-0027,2025-01-20T00:00:00,64.304,0.438,101.815,17.616,47.99,1444,18.56,10.941,90.562,
R-0003141,M-0027,2025-01-21T00:00:00,62.846,0.409,103.644,15.582,38.45,1800,13.26,10.772,104.804,
R-0003142,M-0027,2025-01-22T00:00:00,58.373,0.3345,102.128,16.661,39.3,1617,17.7,10.915,113.9,
R-0003143,M-0027,2025-01-23T00:00:00,59.49,0.3824,98.319,14.441,35.93,2508,13.84,10.942,105.394,
R-0003144,M-0027,2025-01-24T00:00:00,64.207,0.5327,103.756,13.284,43.04,2967,22.75,10.617,97.237,
R-0003145,M-0027,2025-01-25T00:00:00,63.433,0.4058,105.016,16.863,36.46,1968,17.04,10.262,110.761,
R-0003146,M-0027,2025-01-26T00:00:00,63.027,0.4346,103.189,19.493,39.15,2025,21.65,10.318,80.06,
R-0003147,M-0027,2025-01-27T00:00:00,65.76,0.3936,100.057,16.958,40.03,3250,15.7,10.88,85.083,
R-0003148,M-0027,2025-01-28T00:00:00,60.859,0.3946,103.732,18.323,36.41,2214,17.11,10.223,88.108,
R-0003149,M-0027,2025-01-29T00:00:00,63.107,0.3732,107.17,17.313,37.15,2576,18.12,10.354,84.522,
R-0003150,M-0027,2025-01-30T00:00:00,66.358,0.4336,109.635,17.192,38.36,2813,13.38,10.636,121.233,
R-0003151,M-0027,2025-01-31T00:00:00,64.597,0.3921,99.501,18.356,44.26,2940,14.3,10.303,120.696,
R-0003152,M-0027,2025-02-01T00:00:00,64.962,0.4685,106.982,16.621,45.71,3069,23.79,10.852,83.873,
R-0003153,M-0027,2025-02-02T00:00:00,66.481,0.4453,102.444,14.796,35.95,3296,18.23,10.378,111.206,
R-0003154,M-0027,2025-02-03T00:00:00,62.505,0.4547,104.019,14.854,39.63,3498,19.32,10.647,117.836,
R-0003155,M-0027,2025-02-04T00:00:00,67.231,0.4244,105.286,14.864,39.3,2414,18.85,10.28,82.571,
R-0003156,M-0027,2025-02-05T00:00:00,65.347,0.4488,100.857,17.201,35.16,3045,21.67,10.354,105.327,
R-0003157,M-0027,2025-02-06T00:00:00,64.008,0.3912,107.024,16.645,41.53,4464,13.73,10.708,114.335,
R-0003158,M-0027,2025-02-07T00:00:00,62.597,0.3521,102.181,18.095,45.11,3848,22.59,9.848,81.086,
R-0003159,M-0027,2025-02-08T00:00:00,66.705,0.5011,101.84,15.595,42.83,4712,21.53,10.451,116.437,
R-0003160,M-0027,2025-02-09T00:00:00,63.438,0.442,102.335,15.774,36.94,3900,16.31,10.585,122.675,
R-0003161,M-0027,2025-02-10T00:00:00,65.011,0.401,106.769,17.359,45.52,4440,15.06,10.825,99.588,
R-0003162,M-0027,2025-02-11T00:00:00,62.72,0.4649,104.901,13.875,46.85,4018,20.48,10.559,110.57,
R-0003163,M-0027,2025-02-12T00:00:00,63.967,0.3913,102.219,17.303,36.02,3696,15.46,10.59,97.199,
R-0003164,M-0027,2025-02-13T00:00:00,65.295,0.3762,101.922,15.68,47.0,3870,13.67,10.755,104.91,
R-0003165,M-0027,2025-02-14T00:00:00,66.327,0.3767,108.355,16.919,38.24,4400,21.86,10.373,121.656,
R-0003166,M-0027,2025-02-15T00:00:00,60.037,0.4569,104.255,20.209,42.93,3240,17.26,10.481,112.119,
R-0003167,M-0027,2025-02-16T00:00:00,62.44,0.4029,102.204,16.865,40.79,4140,17.18,10.562,84.908,
R-0003168,M-0027,2025-02-17T00:00:00,63.574,0.4841,103.447,17.78,36.18,5123,18.59,10.691,123.551,
R-0003169,M-0027,2025-02-18T00:00:00,65.295,0.4263,102.702,19.3,39.58,5040,15.61,10.494,113.629,
R-0003170,M-0027,2025-02-19T00:00:00,65.052,0.3983,101.271,15.882,35.63,4753,14.63,10.775,80.934,
R-0003171,M-0027,2025-02-20T00:00:00,65.157,0.3361,105.589,17.374,47.74,4250,12.57,10.859,95.157,
R-0003172,M-0027,2025-02-21T00:00:00,63.932,0.4579,103.894,16.932,40.21,5253,12.13,10.42,84.736,
R-0003173,M-0027,2025-02-22T00:00:00,64.339,0.4366,103.404,16.277,38.64,6448,12.33,10.625,105.502,
R-0003174,M-0027,2025-02-23T00:00:00,62.368,0.4217,107.713,17.842,47.44,6201,15.28,10.557,81.133,
R-0003175,M-0027,2025-02-24T00:00:00,64.981,0.5012,108.31,14.571,36.6,4644,12.17,10.652,129.339,
R-0003176,M-0027,2025-02-25T00:00:00,63.311,0.339,108.967,15.78,41.48,4675,19.17,10.812,104.914,
R-0003177,M-0027,2025-02-26T00:00:00,66.721,0.4151,97.829,15.505,47.96,6272,19.74,10.154,92.522,
R-0003178,M-0027,2025-02-27T00:00:00,66.468,0.4385,103.422,17.857,40.03,3990,15.34,10.507,101.679,
R-0003179,M-0027,2025-02-28T00:00:00,63.98,0.4374,103.274,16.938,39.23,4930,18.99,10.251,121.736,
R-0003180,M-0027,2025-03-01T00:00:00,65.402,0.3893,108.397,16.769,38.36,5074,17.03,10.419,126.856,
R-0003181,M-0027,2025-03-02T00:00:00,66.433,0.4816,108.763,16.235,46.17,6060,20.34,10.954,85.626,
R-0003182,M-0027,2025-03-03T00:00:00,64.833,0.3808,103.674,16.556,39.88,6161,20.89,10.448,126.732,
R-0003183,M-0027,2025-03-04T00:00:00,62.745,0.3123,104.943,17.252,41.05,7812,18.78,10.36,97.159,
R-0003184,M-0027,2025-03-05T00:00:00,65.405,0.4267,100.22,15.213,37.34,6867,16.12,10.261,81.07,
R-0003185,M-0027,2025-03-06T00:00:00,64.967,0.3542,105.422,15.368,40.12,8000,12.34,10.145,114.794,
R-0003186,M-0027,2025-03-07T00:00:00,65.08,0.3863,106.491,17.615,46.28,5005,21.92,10.336,81.191,
R-0003187,M-0027,2025-03-08T00:00:00,63.572,0.4628,104.114,19.362,37.44,6798,13.13,10.808,98.673,
R-0003188,M-0027,2025-03-09T00:00:00,63.685,0.3546,106.463,13.343,45.46,6700,14.86,10.625,121.513,
R-0003189,M-0027,2025-03-10T00:00:00,65.156,0.3757,108.149,16.654,42.79,5304,20.53,10.701,89.788,
R-0003190,M-0027,2025-03-11T00:00:00,60.522,0.3702,102.912,15.913,42.45,7590,23.53,10.503,93.783,
R-0003191,M-0027,2025-03-12T00:00:00,61.673,0.39,107.62,17.745,41.34,7770,14.05,10.733,102.816,
R-0003192,M-0027,2025-03-13T00:00:00,65.389,0.4344,106.223,17.783,38.49,7597,16.68,10.598,95.275,
R-0003193,M-0027,2025-03-14T00:00:00,66.729,0.3567,102.703,16.777,38.67,7776,12.23,9.651,85.285,
R-0003194,M-0027,2025-03-15T00:00:00,65.16,0.4262,98.67,18.375,40.88,8541,20.85,10.437,90.098,
R-0003195,M-0027,2025-03-16T00:00:00,64.809,0.4256,105.748,17.136,47.46,6882,17.86,10.512,129.664,
R-0003196,M-0027,2025-03-17T00:00:00,62.995,0.3509,101.181,17.394,39.37,9150,14.17,10.656,98.39,
R-0003197,M-0027,2025-03-18T00:00:00,63.664,0.3947,106.001,14.842,42.87,7676,14.13,9.952,125.46,
R-0003198,M-0027,2025-03-19T00:00:00,63.653,0.4243,100.96,17.378,44.85,7161,20.65,10.238,115.024,
R-0003199,M-0027,2025-03-20T00:00:00,65.704,0.3724,103.191,18.865,45.6,8268,20.65,10.095,98.703,
R-0003200,M-0027,2025-03-21T00:00:00,63.869,0.4423,105.421,17.167,40.84,7979,21.42,10.434,99.054,
R-0003201,M-0027,2025-03-22T00:00:00,64.482,0.4282,103.253,16.504,44.87,6400,22.93,10.222,95.397,
R-0003202,M-0027,2025-03-23T00:00:00,65.343,0.4048,103.337,16.411,41.25,5670,18.31,10.578,87.126,
R-0003203,M-0027,2025-03-24T00:00:00,61.244,0.4609,103.143,12.165,35.31,5740,16.08,10.211,102.893,
R-0003204,M-0027,2025-03-25T00:00:00,66.029,0.2968,99.998,16.397,39.6,6972,21.08,10.607,114.612,
R-0003205,M-0027,2025-03-26T00:00:00,61.861,0.3183,104.419,16.822,46.4,9660,18.06,10.765,116.204,
R-0003206,M-0027,2025-03-27T00:00:00,64.477,0.4461,104.482,17.081,35.79,9180,12.07,10.426,122.205,
R-0003207,M-0027,2025-03-28T00:00:00,63.545,0.4154,105.532,16.757,41.67,7912,18.51,10.396,89.015,
R-0003208,M-0027,2025-03-29T00:00:00,63.631,0.4107,106.731,19.174,35.02,6960,21.45,10.454,128.994,
R-0003209,M-0027,2025-03-30T00:00:00,65.326,0.414,102.684,16.641,35.19,9152,14.94,10.232,116.905,
R-0003210,M-0027,2025-03-31T00:00:00,65.775,0.3647,103.841,17.172,35.66,7031,15.81,10.689,127.604,
R-0003211,M-0027,2025-04-01T00:00:00,64.415,0.3844,105.166,14.117,35.28,8370,13.02,10.555,123.914,
R-0003212,M-0027,2025-04-02T00:00:00,62.691,0.3246,107.244,18.579,47.16,11375,16.79,10.161,105.622,
R-0003213,M-0027,2025-04-03T00:00:00,62.756,0.3643,109.301,17.165,38.39,9936,13.3,10.0,96.058,
R-0003214,M-0027,2025-04-04T00:00:00,66.841,0.3882,103.171,15.687,44.59,10881,22.25,10.244,113.45,
R-0003215,M-0027,2025-04-05T00:00:00,61.071,0.3832,108.194,17.681,46.48,10058,14.57,9.84,105.189,
R-0003216,M-0027,2025-04-06T00:00:00,65.063,0.44,99.915,18.129,42.61,8265,16.45,9.924,112.491,
R-0003217,M-0027,2025-04-07T00:00:00,62.343,0.4304,101.813,17.729,42.99,9504,16.08,10.485,108.995,
R-0003218,M-0027,2025-04-08T00:00:00,61.594,0.3513,106.043,13.147,39.39,11543,14.98,9.862,129.599,
R-0003219,M-0027,2025-04-09T00:00:00,62.798,0.4577,105.445,15.905,44.01,12544,21.27,10.201,94.162,
R-0003220,M-0027,2025-04-10T00:00:00,63.878,0.4089,100.484,16.001,44.66,8910,21.13,10.683,126.382,
R-0003221,M-0027,2025-04-11T00:00:00,63.973,0.4026,106.336,15.988,37.57,11700,17.22,10.247,90.946,
R-0003222,M-0027,2025-04-12T00:00:00,64.344,0.3815,105.786,16.774,44.78,9595,23.62,10.209,105.064,
R-0003223,M-0027,2025-04-13T00:00:00,62.738,0.4448,99.964,13.327,45.62,7242,23.52,10.581,116.551,
R-0003224,M-0027,2025-04-14T00:00:00,64.347,0.4981,104.891,15.916,36.37,10918,23.38,10.618,111.927,
R-0003225,M-0027,2025-04-15T00:00:00,63.133,0.3815,111.096,15.77,35.05,8528,16.97,10.808,123.496,
R-0003226,M-0027,2025-04-16T00:00:00,66.854,0.4176,102.251,15.427,39.75,12915,22.97,10.467,123.333,
R-0003227,M-0027,2025-04-17T00:00:00,63.652,0.3356,111.335,17.222,43.13,10600,16.45,9.999,94.111,
R-0003228,M-0027,2025-04-18T00:00:00,66.066,0.3564,106.924,15.783,47.09,9951,18.77,9.969,109.647,
R-0003229,M-0027,2025-04-19T00:00:00,62.802,0.4491,100.228,15.778,37.69,9828,21.42,10.037,103.133,
R-0003230,M-0027,2025-04-20T00:00:00,60.433,0.4065,104.451,18.218,35.13,10791,17.71,10.425,93.75,
R-0003231,M-0027,2025-04-21T00:00:00,63.878,0.4067,106.265,15.446,35.25,13090,22.61,9.88,121.511,
R-0003232,M-0027,2025-04-22T00:00:00,62.341,0.4301,108.802,16.314,47.45,14319,15.42,10.679,98.056,
R-0003233,M-0027,2025-04-23T00:00:00,65.171,0.415,103.522,17.663,38.83,11536,20.03,10.18,129.086,
R-0003234,M-0027,2025-04-24T00:00:00,62.627,0.449,105.337,17.491,35.35,9379,17.46,10.607,100.867,
R-0003235,M-0027,2025-04-25T00:00:00,62.247,0.3523,101.953,17.664,46.04,14250,21.38,10.524,119.69,
R-0003236,M-0027,2025-04-26T00:00:00,65.98,0.4251,104.408,17.196,44.95,9085,16.56,10.239,116.819,
R-0003237,M-0027,2025-04-27T00:00:00,62.751,0.373,103.83,19.286,35.57,12180,19.64,10.174,124.528,
R-0003238,M-0027,2025-04-28T00:00:00,60.822,0.3517,105.978,17.464,39.95,12753,21.65,10.249,103.132,
R-0003239,M-0027,2025-04-29T00:00:00,64.007,0.4643,105.357,14.951,42.71,14514,17.31,10.822,100.358,
R-0003240,M-0027,2025-04-30T00:00:00,66.404,0.3867,102.285,16.586,37.52,13923,22.45,10.959,92.846,
R-0003241,M-0028,2025-01-01T00:00:00,64.159,0.3362,98.119,18.733,37.86,0,16.89,10.27,122.194,
R-0003242,M-0028,2025-01-02T00:00:00,67.83,0.3679,97.442,17.8,44.05,126,18.4,10.006,108.452,
R-0003243,M-0028,2025-01-03T00:00:00,64.134,0.3271,95.795,17.344,35.94,238,22.66,9.86,119.497,
R-0003244,M-0028,2025-01-04T00:00:00,66.691,0.3038,98.086,19.267,45.27,234,12.44,10.561,103.674,
R-0003245,M-0028,2025-01-05T00:00:00,65.007,0.4495,98.984,17.674,37.73,508,22.19,9.402,118.393,
R-0003246,M-0028,2025-01-06T00:00:00,63.426,0.3825,96.691,17.86,45.57,480,23.71,10.287,100.913,
R-0003247,M-0028,2025-01-07T00:00:00,66.896,0.4361,98.295,16.149,40.48,618,13.71,10.437,124.463,
R-0003248,M-0028,2025-01-08T00:00:00,65.082,0.3646,102.074,19.741,40.11,518,16.51,10.241,100.663,
R-0003249,M-0028,2025-01-09T00:00:00,66.906,0.3202,98.117,19.082,39.61,736,19.84,10.427,113.631,
R-0003250,M-0028,2025-01-10T00:00:00,62.977,0.3748,105.291,15.513,44.82,711,13.56,9.578,111.49,
R-0003251,M-0028,2025-01-11T00:00:00,66.353,0.4371,95.236,17.728,46.63,710,20.76,9.857,123.595,
R-0003252,M-0028,2025-01-12T00:00:00,61.267,0.4637,100.924,19.109,41.24,1320,13.79,9.981,107.541,
R-0003253,M-0028,2025-01-13T00:00:00,62.216,0.4358,100.563,19.697,41.9,1020,12.96,10.641,80.567,
R-0003254,M-0028,2025-01-14T00:00:00,68.203,0.375,96.261,18.031,38.35,1508,21.9,9.847,99.498,
R-0003255,M-0028,2025-01-15T00:00:00,65.028,0.3368,101.366,18.201,44.33,1568,22.07,9.659,111.504,
R-0003256,M-0028,2025-01-16T00:00:00,64.52,0.3378,99.085,20.274,38.05,1875,12.1,10.206,98.163,
R-0003257,M-0028,2025-01-17T00:00:00,62.311,0.3739,97.836,18.464,45.64,1456,18.54,10.214,112.52,
R-0003258,M-0028,2025-01-18T00:00:00,66.888,0.3676,99.688,19.949,36.9,1632,23.88,10.287,87.103,
R-0003259,M-0028,2025-01-19T00:00:00,65.699,0.3859,100.88,21.57,39.73,1710,17.35,9.995,97.653,
R-0003260,M-0028,2025-01-20T00:00:00,64.949,0.3568,93.3,19.935,45.32,1349,20.16,10.338,112.68,
R-0003261,M-0028,2025-01-21T00:00:00,62.861,0.388,100.545,23.147,47.89,2040,15.06,10.185,124.748,
R-0003262,M-0028,2025-01-22T00:00:00,63.64,0.4028,101.808,18.473,42.7,1659,21.74,9.535,107.914,
R-0003263,M-0028,2025-01-23T00:00:00,66.455,0.3889,101.155,15.689,43.32,2706,14.8,10.333,80.95,
R-0003264,M-0028,2025-01-24T00:00:00,64.352,0.3469,96.127,22.061,45.66,2645,21.49,9.967,99.331,
R-0003265,M-0028,2025-01-25T00:00:00,65.578,0.3549,99.045,17.173,36.02,1728,20.08,9.864,86.16,
R-0003266,M-0028,2025-01-26T00:00:00,64.172,0.3888,98.065,16.933,42.81,2425,23.08,10.14,91.357,
R-0003267,M-0028,2025-01-27T00:00:00,65.45,0.3857,94.282,17.984,44.82,2990,16.57,10.305,90.738,
R-0003268,M-0028,2025-01-28T00:00:00,66.137,0.3669,99.627,16.866,35.22,3186,14.07,10.155,129.072,
R-0003269,M-0028,2025-01-29T00:00:00,64.339,0.3026,99.014,16.753,41.73,2128,13.13,10.19,112.737,
R-0003270,M-0028,2025-01-30T00:00:00,64.454,0.4007,97.55,15.18,38.07,2030,15.48,9.483,109.963,
R-0003271,M-0028,2025-01-31T00:00:00,67.234,0.3605,101.557,16.989,43.4,3510,14.63,9.71,100.503,
R-0003272,M-0028,2025-02-01T00:00:00,65.768,0.3915,98.124,20.213,43.59,2697,15.85,9.543,112.034,
R-0003273,M-0028,2025-02-02T00:00:00,65.639,0.3796,98.87,18.559,43.48,3232,13.45,9.863,103.321,
R-0003274,M-0028,2025-02-03T00:00:00,64.361,0.3667,100.219,18.357,36.81,4026,22.71,9.795,118.94,
R-0003275,M-0028,2025-02-04T00:00:00,64.48,0.34,99.606,17.905,47.78,2584,22.91,10.065,109.931,
R-0003276,M-0028,2025-02-05T00:00:00,62.037,0.4126,97.668,18.246,46.8,2905,21.2,9.572,126.968,
R-0003277,M-0028,2025-02-06T00:00:00,62.828,0.4422,99.6,17.834,43.81,3852,19.61,10.24,104.039,
R-0003278,M-0028,2025-02-07T00:00:00,65.828,0.408,98.992,18.735,43.31,3885,17.25,10.381,81.803,
R-0003279,M-0028,2025-02-08T00:00:00,63.989,0.3736,99.316,17.353,38.07,3686,19.25,10.124,112.02,
